326,teste,AUTO-FRAUDE,AUDITORIA,15/06/2013,500843
327,teste,AUTO-FRAUDE,AUDITORIA,24/03/2013,639134
328,teste,ESTELIONATO,DATAMINING,06/01/2013,414391
329,teste,FRAUDE-AMIGA,DATAMINING,29/01/2013,300550
330,teste,FRAUDE-AMIGA,DATAMINING,02/02/2013,379973
331,teste,ESTELIONATO,AUDITORIA,26/05/2013,888891
332,teste,ESTELIONATO,DATAMINING,25/01/2013,191327
333,teste,AUTO-FRAUDE,DENUNCIA,16/04/2013,253888
334,teste,ESTELIONATO,AUDITORIA,28/01/2013,429176
335,teste,ESTELIONATO,AUDITORIA,04/03/2013,223696
336,teste,FRAUDE-AMIGA,DATAMINING,14/04/2013,789668
337,teste,FRAUDE-AMIGA,DATAMINING,27/02/2013,701396
338,teste,ESTELIONATO,AUDITORIA,28/03/2013,218467
339,teste,FRAUDE-AMIGA,AUDITORIA,29/01/2013,262469
340,teste,ESTELIONATO,DATAMINING,04/02/2013,803633
341,teste,ESTELIONATO,DATAMINING,04/02/2013,831362
342,teste,FRAUDE-AMIGA,DENUNCIA,23/03/2013,630425
343,teste,ESTELIONATO,AUDITORIA,19/06/2013,265305
344,teste,AUTO-FRAUDE,AUDITORIA,27/04/2013,51133
345,teste,AUTO-FRAUDE,DATAMINING,01/02/2013,923444
346,teste,FRAUDE-AMIGA,DENUNCIA,27/04/2013,73080
347,teste,AUTO-FRAUDE,AUDITORIA,14/02/2013,549490
348,teste,AUTO-FRAUDE,DENUNCIA,15/05/2013,817912
349,teste,AUTO-FRAUDE,DATAMINING,29/05/2013,45935
350,teste,AUTO-FRAUDE,AUDITORIA,29/05/2013,255303
351,teste,FRAUDE-AMIGA,AUDITORIA,18/04/2013,968015
352,teste,FRAUDE-AMIGA,DENUNCIA,01/03/2013,664192
353,teste,FRAUDE-AMIGA,AUDITORIA,23/04/2013,815525
354,teste,ESTELIONATO,DATAMINING,17/05/2013,524699
355,teste,ESTELIONATO,DENUNCIA,13/02/2013,450594
356,teste,FRAUDE-AMIGA,DENUNCIA,04/03/2013,793810
357,teste,FRAUDE-AMIGA,DENUNCIA,20/03/2013,219578
358,teste,AUTO-FRAUDE,DATAMINING,24/01/2013,767996
359,teste,FRAUDE-AMIGA,DENUNCIA,19/03/2013,607174
360,teste,AUTO-FRAUDE,DENUNCIA,13/02/2013,985857
361,teste,FRAUDE-AMIGA,DATAMINING,12/06/2013,500884
362,teste,AUTO-FRAUDE,DENUNCIA,18/03/2013,873937
363,teste,FRAUDE-AMIGA,DENUNCIA,16/01/2013,393958
364,teste,FRAUDE-AMIGA,DENUNCIA,17/01/2013,88825
365,teste,ESTELIONATO,AUDITORIA,21/03/2013,104934
366,teste,AUTO-FRAUDE,AUDITORIA,09/02/2013,758669
367,teste,ESTELIONATO,AUDITORIA,07/03/2013,841914
368,teste,AUTO-FRAUDE,DATAMINING,08/06/2013,77239
369,teste,AUTO-FRAUDE,DATAMINING,26/02/2013,689680
370,teste,ESTELIONATO,DENUNCIA,07/01/2013,953635
371,teste,AUTO-FRAUDE,DENUNCIA,03/03/2013,847796
372,teste,FRAUDE-AMIGA,DATAMINING,01/02/2013,670805
373,teste,ESTELIONATO,DATAMINING,29/05/2013,197806
374,teste,FRAUDE-AMIGA,AUDITORIA,13/04/2013,755963
375,teste,AUTO-FRAUDE,AUDITORIA,29/05/2013,27659
376,teste,ESTELIONATO,DATAMINING,14/01/2013,516050
377,teste,AUTO-FRAUDE,AUDITORIA,06/06/2013,991487
378,teste,ESTELIONATO,AUDITORIA,20/01/2013,941359
379,teste,AUTO-FRAUDE,AUDITORIA,19/01/2013,632866
380,teste,ESTELIONATO,AUDITORIA,29/01/2013,930454
381,teste,ESTELIONATO,AUDITORIA,05/06/2013,49662
382,teste,FRAUDE-AMIGA,AUDITORIA,22/03/2013,39496
383,teste,FRAUDE-AMIGA,DATAMINING,08/05/2013,528619
384,teste,FRAUDE-AMIGA,DATAMINING,01/06/2013,209105
385,teste,AUTO-FRAUDE,AUDITORIA,02/04/2013,227793
386,teste,ESTELIONATO,DATAMINING,24/04/2013,171902
387,teste,ESTELIONATO,DENUNCIA,19/04/2013,234960
388,teste,ESTELIONATO,DENUNCIA,07/02/2013,493824
389,teste,AUTO-FRAUDE,DATAMINING,09/06/2013,580133
390,teste,FRAUDE-AMIGA,DENUNCIA,31/01/2013,452359
391,teste,FRAUDE-AMIGA,DATAMINING,03/01/2013,30297
392,teste,AUTO-FRAUDE,DATAMINING,03/03/2013,204820
393,teste,FRAUDE-AMIGA,AUDITORIA,28/03/2013,744496
394,teste,AUTO-FRAUDE,DATAMINING,19/03/2013,949783
395,teste,ESTELIONATO,AUDITORIA,26/02/2013,117412
396,teste,AUTO-FRAUDE,DENUNCIA,26/03/2013,34819
397,teste,ESTELIONATO,DATAMINING,05/02/2013,389517
398,teste,ESTELIONATO,DATAMINING,21/03/2013,213625
399,teste,ESTELIONATO,AUDITORIA,19/04/2013,851981
400,teste,FRAUDE-AMIGA,AUDITORIA,16/04/2013,505713
401,teste,FRAUDE-AMIGA,DATAMINING,22/03/2013,724416
402,teste,AUTO-FRAUDE,AUDITORIA,20/02/2013,361750
403,teste,ESTELIONATO,AUDITORIA,23/03/2013,33593
404,teste,FRAUDE-AMIGA,AUDITORIA,12/03/2013,87695
405,teste,AUTO-FRAUDE,AUDITORIA,27/04/2013,71273
406,teste,FRAUDE-AMIGA,DENUNCIA,19/05/2013,730840
407,teste,ESTELIONATO,DENUNCIA,12/03/2013,259254
408,teste,AUTO-FRAUDE,AUDITORIA,05/02/2013,880903
409,teste,AUTO-FRAUDE,DENUNCIA,02/02/2013,499781
410,teste,FRAUDE-AMIGA,AUDITORIA,09/03/2013,89275
411,teste,FRAUDE-AMIGA,DENUNCIA,10/01/2013,339415
412,teste,FRAUDE-AMIGA,DATAMINING,15/06/2013,859559
413,teste,ESTELIONATO,DATAMINING,31/05/2013,524523
414,teste,ESTELIONATO,AUDITORIA,05/05/2013,412528
415,teste,AUTO-FRAUDE,DATAMINING,03/05/2013,776481
416,teste,FRAUDE-AMIGA,DENUNCIA,13/03/2013,678611
417,teste,FRAUDE-AMIGA,DENUNCIA,03/03/2013,864733
418,teste,FRAUDE-AMIGA,AUDITORIA,23/04/2013,221056
419,teste,FRAUDE-AMIGA,AUDITORIA,07/04/2013,305829
420,teste,ESTELIONATO,AUDITORIA,16/01/2013,42872
421,teste,ESTELIONATO,DATAMINING,20/04/2013,266559
422,teste,AUTO-FRAUDE,DENUNCIA,16/01/2013,480689
423,teste,ESTELIONATO,DATAMINING,05/03/2013,499321
424,teste,ESTELIONATO,DENUNCIA,14/04/2013,638660
425,teste,AUTO-FRAUDE,DENUNCIA,16/03/2013,387832
426,teste,FRAUDE-AMIGA,DATAMINING,19/06/2013,65521
427,teste,FRAUDE-AMIGA,DENUNCIA,22/05/2013,431323
428,teste,ESTELIONATO,AUDITORIA,31/05/2013,627942
429,teste,FRAUDE-AMIGA,DENUNCIA,16/06/2013,745331
430,teste,AUTO-FRAUDE,DENUNCIA,14/03/2013,783299
431,teste,ESTELIONATO,DENUNCIA,14/03/2013,407220
432,teste,AUTO-FRAUDE,AUDITORIA,24/03/2013,704973
433,teste,AUTO-FRAUDE,DENUNCIA,15/03/2013,724549
434,teste,FRAUDE-AMIGA,DENUNCIA,18/04/2013,963320
435,teste,FRAUDE-AMIGA,AUDITORIA,22/05/2013,754427
436,teste,FRAUDE-AMIGA,DENUNCIA,18/06/2013,715433
437,teste,AUTO-FRAUDE,DATAMINING,27/05/2013,651956
438,teste,FRAUDE-AMIGA,DATAMINING,10/02/2013,606813
439,teste,ESTELIONATO,DENUNCIA,14/06/2013,675912
440,teste,ESTELIONATO,DENUNCIA,18/03/2013,838075
441,teste,ESTELIONATO,AUDITORIA,06/05/2013,929769
442,teste,FRAUDE-AMIGA,AUDITORIA,17/03/2013,99835
443,teste,FRAUDE-AMIGA,DENUNCIA,24/03/2013,166208
444,teste,ESTELIONATO,DENUNCIA,01/06/2013,328860
445,teste,FRAUDE-AMIGA,DENUNCIA,10/01/2013,233215
446,teste,AUTO-FRAUDE,AUDITORIA,27/02/2013,488659
447,teste,FRAUDE-AMIGA,DATAMINING,12/06/2013,989923
448,teste,AUTO-FRAUDE,AUDITORIA,01/06/2013,827595
449,teste,ESTELIONATO,DENUNCIA,09/06/2013,770294
450,teste,FRAUDE-AMIGA,DATAMINING,11/02/2013,317669
451,teste,FRAUDE-AMIGA,DENUNCIA,24/03/2013,722771
452,teste,AUTO-FRAUDE,DENUNCIA,06/02/2013,227085
453,teste,FRAUDE-AMIGA,AUDITORIA,03/06/2013,604051
454,teste,AUTO-FRAUDE,DATAMINING,22/01/2013,29745
455,teste,FRAUDE-AMIGA,DATAMINING,03/01/2013,855068
456,teste,FRAUDE-AMIGA,DENUNCIA,28/03/2013,104761
457,teste,FRAUDE-AMIGA,DENUNCIA,14/04/2013,37336
458,teste,ESTELIONATO,AUDITORIA,16/01/2013,929155
459,teste,ESTELIONATO,DATAMINING,18/01/2013,957763
460,teste,FRAUDE-AMIGA,DENUNCIA,10/01/2013,716827
461,teste,FRAUDE-AMIGA,DATAMINING,31/01/2013,60073
462,teste,ESTELIONATO,DENUNCIA,05/06/2013,706951
463,teste,FRAUDE-AMIGA,DENUNCIA,16/02/2013,910947
464,teste,FRAUDE-AMIGA,AUDITORIA,15/04/2013,554902
465,teste,AUTO-FRAUDE,AUDITORIA,24/01/2013,859023
466,teste,AUTO-FRAUDE,AUDITORIA,19/04/2013,528853
467,teste,FRAUDE-AMIGA,DENUNCIA,18/06/2013,194870
468,teste,ESTELIONATO,DENUNCIA,17/02/2013,465155
469,teste,FRAUDE-AMIGA,DENUNCIA,26/05/2013,390054
470,teste,AUTO-FRAUDE,DATAMINING,13/02/2013,685640
471,teste,AUTO-FRAUDE,DENUNCIA,23/01/2013,243453
472,teste,FRAUDE-AMIGA,DATAMINING,18/03/2013,329951
473,teste,AUTO-FRAUDE,DENUNCIA,05/04/2013,12900
474,teste,AUTO-FRAUDE,AUDITORIA,12/03/2013,806046
475,teste,FRAUDE-AMIGA,DENUNCIA,05/01/2013,860312
476,teste,AUTO-FRAUDE,DENUNCIA,22/05/2013,311988
477,teste,FRAUDE-AMIGA,DATAMINING,10/06/2013,188431
478,teste,AUTO-FRAUDE,DATAMINING,08/02/2013,632146
479,teste,FRAUDE-AMIGA,DATAMINING,20/01/2013,697267
480,teste,AUTO-FRAUDE,AUDITORIA,27/03/2013,660940
481,teste,AUTO-FRAUDE,DENUNCIA,24/02/2013,238420
482,teste,FRAUDE-AMIGA,DENUNCIA,23/01/2013,357248
483,teste,AUTO-FRAUDE,DATAMINING,15/01/2013,795356
484,teste,ESTELIONATO,AUDITORIA,12/01/2013,82598
485,teste,FRAUDE-AMIGA,DATAMINING,22/02/2013,167804
486,teste,ESTELIONATO,DENUNCIA,12/05/2013,526282
487,teste,AUTO-FRAUDE,DENUNCIA,24/04/2013,188358
488,teste,AUTO-FRAUDE,DATAMINING,21/05/2013,670506
489,teste,ESTELIONATO,DENUNCIA,23/01/2013,549453
490,teste,ESTELIONATO,DATAMINING,05/01/2013,498696
491,teste,FRAUDE-AMIGA,DATAMINING,31/05/2013,568802
492,teste,AUTO-FRAUDE,DATAMINING,10/01/2013,400108
493,teste,AUTO-FRAUDE,DENUNCIA,19/03/2013,471437
494,teste,ESTELIONATO,DENUNCIA,19/06/2013,473838
495,teste,FRAUDE-AMIGA,AUDITORIA,15/06/2013,16486
496,teste,FRAUDE-AMIGA,DENUNCIA,24/02/2013,185384
497,teste,ESTELIONATO,DENUNCIA,11/05/2013,546786
498,teste,FRAUDE-AMIGA,DATAMINING,26/01/2013,78856
499,teste,FRAUDE-AMIGA,DENUNCIA,12/05/2013,789490
500,teste,AUTO-FRAUDE,DATAMINING,30/05/2013,497992
501,teste,FRAUDE-AMIGA,DATAMINING,05/03/2013,985760
502,teste,ESTELIONATO,DATAMINING,22/03/2013,519079
503,teste,AUTO-FRAUDE,DATAMINING,09/05/2013,177698
504,teste,FRAUDE-AMIGA,AUDITORIA,16/01/2013,548911
505,teste,FRAUDE-AMIGA,DENUNCIA,30/05/2013,730616
506,teste,FRAUDE-AMIGA,AUDITORIA,29/04/2013,290918
507,teste,FRAUDE-AMIGA,AUDITORIA,05/04/2013,418802
508,teste,ESTELIONATO,DENUNCIA,13/06/2013,32578
509,teste,ESTELIONATO,DENUNCIA,25/02/2013,652867
510,teste,FRAUDE-AMIGA,DENUNCIA,09/04/2013,457247
511,teste,FRAUDE-AMIGA,AUDITORIA,19/01/2013,676830
512,teste,ESTELIONATO,DENUNCIA,01/05/2013,433529
513,teste,AUTO-FRAUDE,AUDITORIA,17/05/2013,813055
514,teste,FRAUDE-AMIGA,DATAMINING,19/02/2013,485301
515,teste,FRAUDE-AMIGA,DATAMINING,23/02/2013,83156
516,teste,AUTO-FRAUDE,AUDITORIA,07/03/2013,895542
517,teste,ESTELIONATO,AUDITORIA,26/04/2013,783012
518,teste,AUTO-FRAUDE,DENUNCIA,14/05/2013,647062
519,teste,AUTO-FRAUDE,DATAMINING,19/02/2013,840011
520,teste,AUTO-FRAUDE,DATAMINING,08/04/2013,653277
521,teste,AUTO-FRAUDE,AUDITORIA,05/03/2013,30630
522,teste,AUTO-FRAUDE,DATAMINING,25/02/2013,982150
523,teste,ESTELIONATO,DENUNCIA,02/02/2013,386509
524,teste,AUTO-FRAUDE,DATAMINING,30/01/2013,26415
525,teste,FRAUDE-AMIGA,DENUNCIA,29/04/2013,367119
526,teste,FRAUDE-AMIGA,DATAMINING,16/06/2013,823218
527,teste,ESTELIONATO,DENUNCIA,05/04/2013,627154
528,teste,AUTO-FRAUDE,AUDITORIA,03/02/2013,976299
529,teste,ESTELIONATO,AUDITORIA,08/05/2013,456781
530,teste,AUTO-FRAUDE,DENUNCIA,14/02/2013,883836
531,teste,AUTO-FRAUDE,DATAMINING,11/02/2013,222861
532,teste,AUTO-FRAUDE,AUDITORIA,21/04/2013,225077
533,teste,ESTELIONATO,AUDITORIA,05/03/2013,389271
534,teste,FRAUDE-AMIGA,AUDITORIA,13/05/2013,908887
535,teste,AUTO-FRAUDE,DATAMINING,09/06/2013,944464
536,teste,FRAUDE-AMIGA,AUDITORIA,28/03/2013,937339
537,teste,FRAUDE-AMIGA,DATAMINING,03/02/2013,314364
538,teste,FRAUDE-AMIGA,DENUNCIA,12/06/2013,887457
539,teste,AUTO-FRAUDE,DATAMINING,05/02/2013,88745
540,teste,ESTELIONATO,DENUNCIA,01/05/2013,964261
541,teste,AUTO-FRAUDE,AUDITORIA,07/02/2013,139219
542,teste,ESTELIONATO,AUDITORIA,23/05/2013,828220
543,teste,AUTO-FRAUDE,AUDITORIA,18/01/2013,956934
544,teste,ESTELIONATO,AUDITORIA,04/02/2013,650243
545,teste,FRAUDE-AMIGA,AUDITORIA,10/06/2013,288146
546,teste,FRAUDE-AMIGA,AUDITORIA,09/06/2013,97337
547,teste,AUTO-FRAUDE,AUDITORIA,02/03/2013,395739
548,teste,AUTO-FRAUDE,DENUNCIA,24/01/2013,202051
549,teste,FRAUDE-AMIGA,AUDITORIA,19/01/2013,524874
550,teste,ESTELIONATO,DATAMINING,28/01/2013,318840
551,teste,FRAUDE-AMIGA,AUDITORIA,21/01/2013,400848
552,teste,AUTO-FRAUDE,DENUNCIA,03/01/2013,620458
553,teste,ESTELIONATO,DENUNCIA,12/06/2013,837310
554,teste,FRAUDE-AMIGA,AUDITORIA,11/05/2013,837526
555,teste,ESTELIONATO,DATAMINING,17/02/2013,782955
556,teste,AUTO-FRAUDE,DATAMINING,13/06/2013,194383
557,teste,AUTO-FRAUDE,AUDITORIA,11/01/2013,384814
558,teste,ESTELIONATO,AUDITORIA,14/03/2013,744348
559,teste,AUTO-FRAUDE,AUDITORIA,23/02/2013,896274
560,teste,ESTELIONATO,AUDITORIA,09/01/2013,557533
561,teste,FRAUDE-AMIGA,AUDITORIA,09/05/2013,507955
562,teste,FRAUDE-AMIGA,AUDITORIA,23/02/2013,464303
